		niblling	nibbling
		plasticien	plasticine
		同一	same
		ハイネック	ハイネック
		scowl	scowl
		鳥山	toriyama
		upskirt,	upskirt,
		edj	edj
		ぜっちょ	zecho
		exessive	exessive
		exe	exe
		attack	attack
		絶頂y	climax y
		copyright	copyright
		オイル	オイル
		crit	crit
		充血	hyperemia
		キンタマ	balls
		皿	dish
		一重	single layer
		呆れ	dismayed
		猫背	猫背
		子犬	pupp
		バスタオル	bath towels
		curtsey	curtsey
		慎重	careful
		clothed female	clothed female
		ボタン	botton
		head tilt,	head tilt,
		edju	edju
		figure four sitting,	figure four sitting,
		claw foot bathtub	claw foot bathtub
		乳首を吸う	sucking nipples
		のけぞる	lean back
		st	st
		shoe_soles	shoe_soles
		fromt	fromt
		乳首の線	nipple line
		lean back	lean back
		sider	sider
		唇	lips
		近	near
		距離	distance
		サンドイッチ	sandwich
		sand	sand
		,button gap	,button gap
		UC	u.c.
		ノイズ	noise
		cross arm	cross arm
		腕を広げて、	spreading arms, 
		spreading arms	spreading arms
		bung	bung
		Through	through
		against glass	against glass
		剃り	shaving
		full-harness made of rope	full-harness made of rope
		pile-driver	pile driver
		fitting room	fitting room
		顎マスク	顎マスク
		手を交差	hands crossed
		覆われた貫通	covered penetration
		holding_another's_wrist	holding_another's_wrist
		剃り返る	shave head
		のけ反る	lean back
		Support	support
		stimulation	stimulation
		パンツをはいてない	no pants on
		見切れ	見切れ
		舌なめずり	licking one's lips
		smelling	smelling
		ぱふ	ぱふ
		pillarboxed	pillarboxed
		foreskin	foreskin
		foreskin penis	foreskin penis
		狭い	狭い
		痛い	痛い
		つまむ	pinching
		テーブルクロス	tablecloths
		口飲食	口を開ける
		倒れる	fall down
		構造	structure
		ノケ	noke
		後ろに寄りかかる	lean back
		exhaustion	exhaustion
		そり	sled
		サテン	satin
		manicure	manicure
		セクシーポーズ	sexy pose
		織姫	織姫
		洗脳	brainwashing
		broad shoulders	broad shoulders
		手を降る	手を降る
		差し迫った侵入	imminent penetration
		東北イタコ	tohoku itako
		ほっぺ	cheeks
		Zettai ryouiki	the most important thing
		 imminent penetration,	imminent penetration,
		水性	aqueous
		胸を張る	be proud
		毛布	blanket
		cut-in	cut-in
		lavia	lavia
		fleck	fleck
		freck	freck
		breasts shade	breast shade
		minimal background	minimal background
		;>	;>
		Vibe	vibe
		挿入	insert
		piping	piping
		uppri	uppri
		膨れ	swelling
		confrontation	confrontation
		 roll uped	rolled up
		partially underwater	partially underwater
		もたれる	lean
		もたれ	lean
		あお向け	lying on your back
		ツーショット	two shots
		saliva_trail	saliva_trail
		deep_penetration	deep_penetration
		piasu	piasu
		squatting_cowgirl_position	squatting_cowgirl_position
		直前	last minute
		あいまい	ambiguous
		曖昧	ambiguous
		Upside-Down	upside-down
		年齢	年齢
		剃	shaved
		Shaved	shaved
		Sha	sha
		Shave	shave
		cum on mouth,cream pie,	cum on mouth,cream pie,
		crop_top_overhang	crop_top_overhang
		離れた	departed
		渡す	hand over
		こっそり	こっそり
		shaft look	shaft look
		klee (genshin impact) ,blond hair, low twintail, red eyes, cabbie hat, white shorts, long sleeves, pointy ears, red dress, backpack, red headwear, brown gloves	klee (genshin impact) ,blond hair, low twintail, red eyes, cabbie hat, white shorts, long sleeves, pointy ears, red dress, backpack, red headwear, brown gloves
		畳む	fold
		弛緩	flaccid
		着用	wearing
		wearing clothes	wearing clothes
